application_id,customer_id,application_date,channel,customer_segment,age_group,employment_status,annual_income,monthly_expenses,existing_loans,requested_amount,loan_term_months,debt_to_income_ratio,credit_history_length,previous_defaults,documents_complete,verification_errors,manual_review,processing_time_hours,decision,decision_reason,application_status,annual_income_imputed
APP-012215,CUST-012215,2025-03-10,branch,retail_mass,18-25,employed,28126.33,1431.67,0,9562.6,48,0.218,0.2,0,True,0,False,19.8,approved,stable income relative to requested amount,completed,False
APP-008249,CUST-008249,2026-06-28,online,retail_mass,18-25,employed,53066.79,2650.88,0,39868.08,48,0.231,2.5,0,False,3,True,89.5,approved,stable income relative to requested amount,completed,False
APP-019107,CUST-019107,2025-02-24,mobile_app,retail_mass,18-25,employed,36901.51,1942.05,0,39923.81,48,0.256,2.5,0,True,0,False,15.5,approved,acceptable debt-to-income ratio,completed,False
APP-008012,CUST-008012,2025-02-04,mobile_app,retail_affluent,18-25,retired,48881.08,2002.99,2,70584.95,120,0.215,2.9,0,True,0,False,11.7,approved,stable income relative to requested amount,completed,False
APP-018460,CUST-018460,2026-05-22,mobile_app,retail_affluent,26-35,employed,70572.23,2253.37,3,58680.8,120,0.17,1.7,0,False,3,True,106.1,approved,clean credit history,completed,False
APP-010591,CUST-010591,2025-11-14,mobile_app,self_employed,46-55,self_employed,94276.79,4242.6,1,73243.64,36,0.179,18.8,0,True,0,True,102.4,approved,acceptable debt-to-income ratio,completed,False
APP-014676,CUST-014676,2025-01-15,online,retail_mass,56-65,employed,47798.27,2854.96,0,37180.94,60,0.274,6.0,0,True,0,False,25.0,approved,clean credit history,completed,False
APP-018913,CUST-018913,2025-04-20,online,retail_affluent,65+,employed,39060.03,1914.28,1,19653.86,48,0.303,11.1,0,True,0,False,4.3,approved,stable income relative to requested amount,completed,False
APP-015311,CUST-015311,2026-02-19,branch,self_employed,56-65,self_employed,50280.89,1932.94,3,31923.79,48,0.309,17.6,0,True,0,False,12.9,rejected,income insufficient relative to requested amount,completed,False
APP-007925,CUST-007925,2026-01-14,mobile_app,retail_mass,36-45,employed,42098.73,2263.89,2,23507.1,24,0.36,18.1,0,True,0,False,12.9,approved,stable income relative to requested amount,completed,False
APP-001468,CUST-001468,2026-02-28,broker,self_employed,36-45,self_employed,47350.9,2668.17,1,36789.16,48,0.291,15.5,0,True,1,False,26.4,approved,acceptable debt-to-income ratio,completed,False
APP-009608,CUST-009608,2025-09-14,online,retail_mass,26-35,employed,47486.68,2472.82,0,41035.6,48,0.231,8.6,0,True,0,False,11.3,approved,clean credit history,completed,False
APP-000470,CUST-000470,2026-02-06,online,retail_mass,46-55,employed,34282.8,1759.46,0,31135.58,24,0.253,16.8,0,True,1,False,22.1,approved,acceptable debt-to-income ratio,completed,False
APP-010550,CUST-010550,2026-06-21,online,retail_affluent,46-55,employed,65135.77,3206.47,1,77904.94,120,0.24,0.2,0,True,0,False,23.5,approved,clean credit history,completed,False
APP-002722,CUST-002722,2025-03-02,online,retail_affluent,18-25,employed,77222.48,3861.96,1,116858.17,120,0.292,0.7,0,True,0,False,20.3,approved,acceptable debt-to-income ratio,completed,False
APP-005419,CUST-005419,2025-12-16,online,small_business,56-65,self_employed,30791.15,1735.65,0,72607.9,84,0.3,23.8,0,True,0,False,5.9,approved,clean credit history,completed,False
APP-012663,CUST-012663,2026-06-06,mobile_app,self_employed,18-25,self_employed,34242.33,2200.4,1,35202.78,24,0.352,0.5,0,True,0,False,20.1,approved,stable income relative to requested amount,completed,False
APP-019197,CUST-019197,2026-01-31,mobile_app,self_employed,46-55,unemployed,15730.26,490.74,1,6797.32,24,0.249,15.2,0,False,3,True,103.3,approved,stable income relative to requested amount,completed,False
APP-018544,CUST-018544,2026-05-20,mobile_app,retail_mass,46-55,employed,27105.3,1199.64,2,16333.5,36,0.376,26.0,0,False,0,False,37.2,approved,stable income relative to requested amount,completed,False
APP-016270,CUST-016270,2025-02-04,mobile_app,small_business,26-35,self_employed,120945.49,6936.05,3,196029.17,48,0.321,4.7,0,True,0,False,17.8,approved,stable income relative to requested amount,completed,False
APP-006041,CUST-006041,2025-08-02,mobile_app,retail_mass,26-35,employed,38834.8,1763.9,0,33492.48,84,0.199,1.0,0,True,1,False,21.3,approved,stable income relative to requested amount,completed,False
APP-012061,CUST-012061,2025-07-19,online,retail_mass,26-35,employed,30592.54,1508.83,0,28389.84,36,0.227,1.7,0,True,0,False,26.1,approved,acceptable debt-to-income ratio,completed,False
APP-002744,CUST-002744,2025-04-17,broker,retail_affluent,26-35,employed,72764.93,2251.52,0,121618.35,48,0.179,2.8,0,True,0,False,17.8,rejected,income insufficient relative to requested amount,completed,False
APP-004569,CUST-004569,2025-04-20,phone,retail_mass,65+,retired,17795.35,1256.94,0,12108.32,36,0.357,9.9,0,True,1,False,21.2,approved,clean credit history,completed,False
APP-015406,CUST-015406,2026-05-19,broker,retail_mass,36-45,employed,36113.74,2127.84,0,39008.65,84,0.24,18.1,1,True,0,False,16.7,approved,clean credit history,completed,False
APP-012357,CUST-012357,2025-07-21,online,self_employed,36-45,unemployed,16845.63,634.02,0,23488.5,60,0.165,4.7,0,True,0,False,18.0,approved,clean credit history,completed,False
APP-017869,CUST-017869,2026-03-17,mobile_app,retail_mass,46-55,employed,46830.69,2010.78,1,51278.98,120,0.23,18.1,0,True,0,False,25.1,rejected,income insufficient relative to requested amount,completed,False
APP-004674,CUST-004674,2026-03-30,phone,retail_mass,36-45,employed,46239.14,1545.24,0,51204.24,84,0.15,15.1,0,True,1,False,31.7,approved,acceptable debt-to-income ratio,completed,False
APP-007456,CUST-007456,2025-11-03,branch,self_employed,36-45,unemployed,15795.81,839.89,2,13379.23,48,0.454,0.0,1,True,0,False,18.1,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-009247,CUST-009247,2026-05-06,mobile_app,retail_mass,26-35,employed,63980.12,3898.44,2,62309.21,84,0.297,2.5,0,True,0,False,20.8,approved,clean credit history,completed,False
APP-017920,CUST-017920,2025-08-12,online,retail_mass,18-25,employed,36849.09,2077.09,1,17813.88,48,0.334,0.5,0,True,0,False,13.3,approved,clean credit history,completed,False
APP-015957,CUST-015957,2026-05-07,branch,retail_mass,26-35,employed,38261.51,2339.04,0,21050.28,60,0.303,6.6,0,False,5,False,71.3,approved,clean credit history,completed,False
APP-018120,CUST-018120,2026-05-17,broker,retail_mass,26-35,employed,36594.72,1493.69,2,37280.98,24,0.282,10.1,0,True,0,False,14.9,approved,clean credit history,completed,False
APP-013014,CUST-013014,2025-05-15,online,retail_mass,36-45,employed,34628.64,1670.21,1,20791.87,24,0.245,16.9,0,True,0,False,15.3,approved,acceptable debt-to-income ratio,completed,False
APP-010116,CUST-010116,2026-06-18,mobile_app,retail_mass,18-25,employed,54507.6,2729.35,0,37960.66,48,0.222,2.1,0,True,0,True,73.1,approved,acceptable debt-to-income ratio,completed,False
APP-006379,CUST-006379,2025-06-05,online,self_employed,26-35,unemployed,12192.94,819.2,0,14892.15,48,0.346,6.0,1,True,0,False,22.1,rejected,previous credit default on record,completed,False
APP-013925,CUST-013925,2025-11-10,mobile_app,retail_mass,26-35,employed,77115.5,3475.43,1,31720.57,60,0.295,0.9,0,True,0,False,10.1,approved,clean credit history,completed,False
APP-019797,CUST-019797,2026-01-13,mobile_app,retail_mass,26-35,employed,35644.86,1591.76,1,22523.0,24,0.306,8.4,0,True,0,False,12.4,approved,clean credit history,completed,False
APP-003876,CUST-003876,2026-01-14,online,retail_mass,56-65,self_employed,18481.55,576.64,1,16416.63,60,0.215,9.2,0,True,0,False,21.1,approved,acceptable debt-to-income ratio,completed,False
APP-001075,CUST-001075,2025-03-29,online,retail_mass,65+,retired,27260.28,1238.11,0,29901.07,60,0.232,22.7,0,True,0,True,73.5,approved,acceptable debt-to-income ratio,completed,False
APP-009307,CUST-009307,2025-03-08,online,retail_mass,56-65,employed,35565.32,2010.93,0,30729.29,48,0.281,1.6,0,True,0,False,19.6,approved,stable income relative to requested amount,completed,False
APP-003936,CUST-003936,2025-10-12,broker,retail_affluent,65+,retired,73989.07,2281.42,1,132050.43,60,0.167,2.4,1,True,1,False,31.4,rejected,previous credit default on record,completed,False
APP-011725,CUST-011725,2025-12-18,online,retail_mass,26-35,employed,116075.49,4528.68,1,71023.03,60,0.204,4.8,0,False,3,False,57.8,rejected,incomplete documentation,completed,False
APP-018573,CUST-018573,2026-04-21,broker,retail_mass,26-35,employed,39847.1,1441.65,0,16052.1,60,0.18,10.6,0,True,1,False,11.6,rejected,income insufficient relative to requested amount,completed,False
APP-017007,CUST-017007,2025-11-22,mobile_app,retail_affluent,65+,retired,46358.38,3193.03,1,90492.82,84,0.378,26.5,0,True,0,False,21.9,approved,clean credit history,completed,False
APP-007141,CUST-007141,2026-02-19,online,retail_mass,18-25,employed,53614.29,3465.37,0,53150.36,60,0.315,0.3,0,False,3,True,127.1,approved,acceptable debt-to-income ratio,completed,False
APP-011224,CUST-011224,2026-03-03,broker,retail_mass,46-55,employed,26134.09,839.42,0,28238.48,36,0.166,15.2,0,False,2,False,55.2,rejected,incomplete documentation,completed,False
APP-004207,CUST-004207,2026-05-26,phone,retail_mass,46-55,employed,115735.25,3872.6,0,76421.09,60,0.139,16.5,0,True,0,False,29.1,approved,clean credit history,completed,False
APP-006713,CUST-006713,2025-11-01,mobile_app,self_employed,65+,employed,46306.3,1498.57,1,23476.69,48,0.208,28.6,0,False,4,False,66.7,rejected,incomplete documentation,completed,False
APP-009747,CUST-009747,2025-11-14,mobile_app,self_employed,36-45,self_employed,12646.04,574.23,1,6084.09,12,0.415,15.8,0,True,0,False,18.0,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-009644,CUST-009644,2025-09-14,online,retail_mass,56-65,employed,42543.67,1493.57,0,41523.93,36,0.188,20.5,0,True,1,False,23.7,approved,stable income relative to requested amount,completed,False
APP-002149,CUST-002149,2026-04-11,mobile_app,self_employed,56-65,self_employed,22871.15,1277.53,1,21418.72,48,0.36,35.4,0,True,1,True,70.2,approved,stable income relative to requested amount,completed,False
APP-008511,CUST-008511,2025-02-06,mobile_app,self_employed,36-45,employed,33911.37,1657.65,2,33782.5,60,0.367,20.0,0,True,0,False,25.1,approved,acceptable debt-to-income ratio,completed,False
APP-012964,CUST-012964,2026-06-25,mobile_app,small_business,56-65,self_employed,31237.5,1145.95,0,55547.08,84,0.205,25.6,0,True,1,False,17.7,approved,acceptable debt-to-income ratio,completed,False
APP-010114,CUST-010114,2026-01-18,branch,retail_mass,26-35,employed,48603.45,3216.97,3,34588.71,60,0.416,6.3,0,True,0,False,20.0,approved,clean credit history,completed,False
APP-009485,CUST-009485,2026-03-01,broker,retail_mass,56-65,employed,39900.88,1455.37,0,19064.15,48,0.164,7.0,0,True,0,False,20.1,approved,acceptable debt-to-income ratio,completed,False
APP-000074,CUST-000074,2026-01-09,online,retail_mass,18-25,employed,111167.55,3997.55,1,118368.59,48,0.171,2.9,0,False,1,True,142.2,approved,acceptable debt-to-income ratio,completed,False
APP-015910,CUST-015910,2026-03-20,branch,retail_mass,65+,retired,38204.06,1341.49,0,20385.89,36,0.16,22.7,0,True,1,False,25.2,approved,clean credit history,completed,False
APP-019938,CUST-019938,2025-04-13,broker,retail_affluent,36-45,employed,88778.66,3613.25,1,177105.68,120,0.183,14.9,0,True,0,False,27.7,approved,stable income relative to requested amount,completed,False
APP-007339,CUST-007339,2025-11-09,online,retail_mass,26-35,employed,42647.25,2652.2,2,49970.33,60,0.364,10.7,0,True,0,False,22.0,approved,stable income relative to requested amount,completed,False
APP-016135,CUST-016135,2025-08-12,online,retail_mass,26-35,employed,37237.81,1151.72,1,27734.49,84,0.214,2.7,0,True,0,False,18.9,approved,stable income relative to requested amount,completed,False
APP-014413,CUST-014413,2025-10-23,branch,retail_mass,26-35,employed,21960.66,1250.11,0,23854.23,24,0.331,9.6,0,True,1,False,23.7,approved,acceptable debt-to-income ratio,completed,False
APP-010321,CUST-010321,2026-06-25,broker,retail_affluent,36-45,employed,58990.07,3110.19,0,29917.07,84,0.274,2.6,0,True,1,False,28.7,approved,stable income relative to requested amount,completed,False
APP-015718,CUST-015718,2025-01-24,online,retail_mass,36-45,employed,34558.63,2184.14,0,22579.28,24,0.319,14.8,0,True,0,False,25.6,approved,stable income relative to requested amount,completed,False
APP-014278,CUST-014278,2026-03-14,phone,retail_mass,26-35,employed,50774.85,3565.36,1,54311.39,60,0.377,2.9,0,True,0,False,30.0,approved,stable income relative to requested amount,completed,False
APP-017184,CUST-017184,2025-07-28,online,retail_affluent,18-25,self_employed,24386.19,984.64,1,38952.49,36,0.246,2.6,0,True,1,False,24.0,approved,acceptable debt-to-income ratio,completed,False
APP-014588,CUST-014588,2025-10-19,online,small_business,26-35,self_employed,34532.91,2322.17,0,73137.07,48,0.318,9.7,0,True,1,True,78.2,approved,acceptable debt-to-income ratio,completed,False
APP-018769,CUST-018769,2025-09-17,mobile_app,retail_mass,46-55,employed,83605.43,4959.19,0,69729.56,60,0.293,15.9,0,True,0,False,14.4,approved,stable income relative to requested amount,completed,False
APP-002509,CUST-002509,2025-03-06,branch,retail_mass,56-65,employed,42889.69,1667.76,1,14891.1,24,0.221,28.9,0,True,0,False,14.9,approved,clean credit history,completed,False
APP-007281,CUST-007281,2025-05-30,broker,small_business,36-45,self_employed,68024.78,4241.59,0,80057.43,120,0.287,17.9,0,True,0,False,23.3,approved,acceptable debt-to-income ratio,completed,False
APP-009244,CUST-009244,2026-02-14,mobile_app,retail_affluent,26-35,employed,118390.59,8289.48,0,204979.46,84,0.33,6.9,0,True,0,False,21.2,approved,clean credit history,completed,False
APP-014155,CUST-014155,2026-06-26,online,retail_mass,56-65,employed,39737.81,2695.12,0,13407.79,60,0.313,23.4,0,False,1,False,28.3,approved,acceptable debt-to-income ratio,completed,False
APP-016693,CUST-016693,2025-12-07,branch,retail_affluent,46-55,employed,50023.14,2451.24,0,53025.17,84,0.261,14.6,0,True,0,False,25.9,approved,stable income relative to requested amount,completed,False
APP-004067,CUST-004067,2025-08-17,branch,retail_affluent,26-35,unemployed,17468.28,920.68,0,9871.87,12,0.237,11.6,0,False,1,False,31.3,approved,stable income relative to requested amount,completed,False
APP-009648,CUST-009648,2026-06-19,mobile_app,retail_affluent,36-45,employed,114666.47,4871.35,1,121512.41,60,0.244,3.2,0,True,1,False,20.4,approved,acceptable debt-to-income ratio,completed,False
APP-013569,CUST-013569,2025-12-23,online,retail_mass,18-25,employed,70671.9,3660.59,4,80042.45,120,0.278,1.8,0,False,4,True,112.9,,customer withdrew before a decision was reached,withdrawn,False
APP-018996,CUST-018996,2026-02-22,online,retail_mass,56-65,employed,33058.34,1311.06,0,34731.6,48,0.145,0.1,0,False,2,False,29.2,approved,acceptable debt-to-income ratio,completed,False
APP-011434,CUST-011434,2025-05-01,mobile_app,small_business,26-35,self_employed,79115.48,4050.24,3,214540.68,120,0.298,6.8,1,True,1,False,27.2,approved,acceptable debt-to-income ratio,completed,False
APP-003145,CUST-003145,2025-10-28,online,retail_mass,36-45,unemployed,8938.48,524.98,0,6032.77,36,0.287,10.7,1,False,2,True,86.2,rejected,previous credit default on record,completed,False
APP-013642,CUST-013642,2026-06-20,phone,retail_mass,36-45,employed,98085.04,4163.97,1,111659.16,120,0.162,4.8,0,True,1,False,28.5,approved,clean credit history,completed,False
APP-014095,CUST-014095,2025-06-26,broker,retail_mass,26-35,employed,41657.07,1763.38,0,13268.6,36,0.201,4.4,0,True,0,False,20.1,approved,clean credit history,completed,False
APP-014674,CUST-014674,2026-06-12,online,small_business,36-45,self_employed,86743.9,4703.95,1,233565.42,60,0.289,16.6,0,True,0,False,22.7,approved,clean credit history,completed,False
APP-011600,CUST-011600,2026-05-01,mobile_app,retail_mass,26-35,employed,32996.1,1774.2,0,15532.62,48,0.227,11.6,0,True,1,False,25.6,approved,acceptable debt-to-income ratio,completed,False
APP-012382,CUST-012382,2025-04-27,mobile_app,retail_mass,36-45,retired,38952.87,2462.83,0,37611.09,60,0.289,6.7,0,True,0,False,13.1,approved,clean credit history,completed,False
APP-005131,CUST-005131,2025-08-03,online,self_employed,26-35,unemployed,9781.29,442.85,0,6587.52,12,0.239,0.3,0,True,0,False,17.7,approved,clean credit history,completed,False
APP-007926,CUST-007926,2026-06-24,mobile_app,retail_mass,65+,retired,20084.91,1014.31,0,16171.09,84,0.283,20.6,0,True,0,False,18.0,approved,clean credit history,completed,False
APP-017799,CUST-017799,2025-04-04,branch,retail_mass,26-35,employed,47416.86,1701.05,0,16345.02,36,0.166,6.7,0,True,0,False,13.9,approved,acceptable debt-to-income ratio,completed,False
APP-018014,CUST-018014,2026-04-20,broker,self_employed,36-45,self_employed,24426.72,1042.37,1,13227.77,24,0.295,6.2,0,True,0,False,20.7,approved,clean credit history,completed,False
APP-000540,CUST-000540,2026-01-21,broker,retail_affluent,56-65,employed,31058.34,2182.94,0,50222.97,48,0.355,20.8,0,True,0,False,18.6,approved,acceptable debt-to-income ratio,completed,False
APP-004235,CUST-004235,2025-01-20,mobile_app,retail_mass,18-25,employed,54315.13,1669.17,1,37002.7,24,0.204,2.1,0,False,4,False,60.8,approved,acceptable debt-to-income ratio,completed,False
APP-005507,CUST-005507,2025-02-12,branch,retail_mass,65+,retired,21749.36,1177.84,0,24338.52,24,0.255,49.7,0,True,0,False,12.0,rejected,income insufficient relative to requested amount,completed,False
APP-017193,CUST-017193,2025-12-26,online,retail_affluent,26-35,employed,57993.43,3956.18,1,69023.34,24,0.301,10.5,0,True,0,False,9.9,approved,stable income relative to requested amount,completed,False
APP-011857,CUST-011857,2026-04-23,online,retail_affluent,46-55,employed,48326.57,2582.43,0,69287.57,60,0.24,28.5,0,True,0,False,9.4,approved,clean credit history,completed,False
APP-014572,CUST-014572,2025-07-08,phone,small_business,56-65,unemployed,15013.62,1002.94,0,19539.17,36,0.322,17.9,1,True,0,False,18.4,approved,acceptable debt-to-income ratio,completed,False
APP-014792,CUST-014792,2025-09-05,phone,self_employed,56-65,self_employed,29056.86,1312.33,0,25337.99,48,0.188,22.2,0,True,2,False,44.3,approved,acceptable debt-to-income ratio,completed,False
APP-011560,CUST-011560,2025-07-27,online,retail_affluent,36-45,employed,111336.56,3817.11,0,161464.14,36,0.144,16.8,0,True,4,True,119.1,approved,stable income relative to requested amount,completed,False
APP-000754,CUST-000754,2025-10-29,branch,retail_mass,36-45,employed,41360.4,2296.82,0,26600.64,48,0.246,19.4,0,True,0,False,6.3,approved,clean credit history,completed,False
APP-013458,CUST-013458,2025-02-07,online,retail_mass,46-55,employed,32512.76,1676.74,0,10299.16,24,0.319,14.3,1,True,1,False,17.1,approved,clean credit history,completed,False
APP-016911,CUST-016911,2025-02-11,phone,retail_mass,46-55,employed,64385.0,4128.17,1,48280.32,36,0.349,29.8,0,True,0,False,23.9,approved,acceptable debt-to-income ratio,completed,False
APP-002542,CUST-002542,2026-06-06,online,retail_mass,26-35,self_employed,39427.24,1999.31,2,32933.69,36,0.299,11.5,0,True,0,False,10.5,approved,acceptable debt-to-income ratio,completed,False
APP-006073,CUST-006073,2025-12-02,online,self_employed,26-35,self_employed,25415.3,1367.81,0,27425.68,36,0.265,1.0,1,True,0,False,27.1,approved,clean credit history,completed,False
APP-014097,CUST-014097,2025-10-04,mobile_app,retail_affluent,46-55,employed,99246.65,5116.67,1,54483.18,120,0.283,24.7,0,True,0,False,17.0,approved,acceptable debt-to-income ratio,completed,False
APP-019450,CUST-019450,2026-05-11,phone,retail_affluent,46-55,employed,60417.37,1963.6,0,41159.39,36,0.166,17.6,0,True,0,False,24.9,approved,acceptable debt-to-income ratio,completed,False
APP-005218,CUST-005218,2025-01-27,online,retail_mass,36-45,employed,46031.01,1384.01,3,28244.63,48,0.285,6.1,0,False,4,False,51.6,approved,clean credit history,completed,False
APP-017842,CUST-017842,2025-12-29,mobile_app,retail_mass,65+,retired,23716.23,1556.52,0,27818.34,12,0.334,5.9,0,True,1,False,28.9,approved,acceptable debt-to-income ratio,completed,False
APP-016174,CUST-016174,2025-04-24,branch,retail_mass,65+,retired,19043.29,1132.15,0,9663.11,12,0.262,11.3,0,True,1,False,26.0,approved,clean credit history,completed,False
APP-000237,CUST-000237,2025-08-23,online,small_business,46-55,employed,22617.25,1030.92,0,30971.12,24,0.204,10.5,0,False,3,False,47.4,approved,stable income relative to requested amount,completed,False
APP-004271,CUST-004271,2025-10-16,broker,self_employed,18-25,self_employed,16773.04,884.99,1,10223.63,48,0.365,1.7,0,True,1,False,30.5,approved,stable income relative to requested amount,completed,False
APP-005875,CUST-005875,2025-02-14,branch,retail_mass,18-25,employed,50373.93,2660.43,0,55047.13,48,0.241,1.7,0,True,0,False,20.0,approved,stable income relative to requested amount,completed,False
APP-006657,CUST-006657,2025-10-03,online,retail_affluent,46-55,employed,64651.6,4423.34,0,39630.11,36,0.368,31.2,0,False,1,False,31.4,rejected,incomplete documentation,completed,False
APP-000100,CUST-000100,2026-03-30,phone,retail_affluent,36-45,employed,89538.3,2687.34,1,120948.77,84,0.174,9.4,0,False,3,True,90.8,,customer withdrew before a decision was reached,withdrawn,False
APP-019082,CUST-019082,2026-04-21,online,retail_mass,26-35,employed,24433.07,1337.76,1,21212.88,60,0.351,3.9,0,True,0,False,16.9,approved,clean credit history,completed,False
APP-017097,CUST-017097,2026-02-09,mobile_app,retail_affluent,26-35,employed,100647.65,6513.91,2,123184.62,60,0.355,4.6,0,True,0,False,13.4,approved,acceptable debt-to-income ratio,completed,False
APP-015804,CUST-015804,2026-03-10,mobile_app,retail_mass,56-65,employed,50585.41,3517.05,1,50869.32,84,0.405,16.8,0,True,1,True,95.5,,customer withdrew before a decision was reached,withdrawn,False
APP-012398,CUST-012398,2026-06-10,mobile_app,retail_affluent,56-65,unemployed,28290.3,1122.61,0,41386.84,48,0.222,39.6,0,True,0,False,12.6,approved,clean credit history,completed,False
APP-005362,CUST-005362,2025-11-13,branch,retail_mass,65+,employed,51679.53,3117.21,2,33635.72,60,0.372,8.2,0,True,1,True,86.6,approved,acceptable debt-to-income ratio,completed,False
APP-004766,CUST-004766,2025-11-07,online,retail_mass,46-55,employed,25555.34,790.37,0,12097.85,48,0.187,7.8,0,True,0,False,23.1,approved,acceptable debt-to-income ratio,completed,False
APP-007503,CUST-007503,2025-10-05,mobile_app,retail_affluent,36-45,unemployed,15713.970000000001,961.64,2,36766.99,48,0.246,12.1,0,True,0,False,16.3,approved,stable income relative to requested amount,completed,True
APP-015248,CUST-015248,2026-06-22,online,retail_mass,56-65,employed,32688.61,1087.0,0,13619.59,36,0.1,23.4,1,True,0,False,17.7,rejected,previous credit default on record,completed,False
APP-008793,CUST-008793,2025-04-07,phone,retail_mass,36-45,self_employed,20757.51,1093.15,0,21155.05,36,0.237,1.3,0,True,0,True,65.2,approved,clean credit history,completed,False
APP-019344,CUST-019344,2025-09-30,branch,retail_mass,46-55,employed,40690.49,1848.41,1,47163.63,24,0.324,10.4,0,True,0,False,21.8,approved,acceptable debt-to-income ratio,completed,False
APP-001308,CUST-001308,2025-08-14,online,retail_mass,36-45,employed,43607.94,1830.99,0,46207.09,84,0.202,11.2,0,True,0,False,17.5,approved,clean credit history,completed,False
APP-001582,CUST-001582,2025-10-07,online,retail_mass,36-45,retired,16197.4,949.47,4,15178.37,36,0.698,14.3,0,True,1,False,28.5,approved,clean credit history,completed,False
APP-018204,CUST-018204,2025-04-02,online,small_business,36-45,self_employed,70389.95,3119.83,1,58836.82,84,0.244,4.2,0,False,0,False,28.3,rejected,incomplete documentation,completed,False
APP-002431,CUST-002431,2025-10-11,broker,retail_mass,36-45,employed,36160.72,2416.17,0,38961.32,48,0.333,19.2,0,True,1,False,22.9,rejected,income insufficient relative to requested amount,completed,False
APP-001044,CUST-001044,2026-01-21,branch,small_business,46-55,employed,66424.72,2292.13,1,120355.57,60,0.224,3.0,0,False,1,True,124.6,approved,acceptable debt-to-income ratio,completed,False
APP-016509,CUST-016509,2026-01-10,broker,retail_affluent,46-55,employed,37095.04,1540.26,0,31857.83,24,0.233,12.6,0,True,2,False,37.2,approved,clean credit history,completed,False
APP-009749,CUST-009749,2025-10-10,branch,small_business,65+,employed,59412.44,3159.19,5,162305.59,120,0.41,26.9,0,True,0,True,82.0,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-005009,CUST-005009,2025-05-30,mobile_app,retail_mass,26-35,employed,35048.37,2291.64,0,25068.8,48,0.318,4.8,0,True,0,False,22.4,approved,stable income relative to requested amount,completed,False
APP-018368,CUST-018368,2025-05-03,mobile_app,retail_mass,36-45,employed,27526.28,1116.26,0,11672.15,84,0.19,1.4,0,False,4,True,122.4,,customer withdrew before a decision was reached,withdrawn,False
APP-001487,CUST-001487,2024-12-30,broker,retail_mass,46-55,employed,38094.3,1715.94,0,15661.57,48,0.206,9.5,0,True,0,True,93.5,approved,stable income relative to requested amount,completed,False
APP-007633,CUST-007633,2025-08-21,broker,small_business,18-25,self_employed,130862.99,8082.48,4,179259.18,60,0.35,0.1,0,False,5,True,161.2,rejected,incomplete documentation,completed,False
APP-010931,CUST-010931,2026-03-17,broker,self_employed,46-55,self_employed,71672.96,4362.41,2,55794.65,60,0.315,22.6,1,True,0,False,17.1,rejected,previous credit default on record,completed,False
APP-016459,CUST-016459,2025-12-23,branch,retail_mass,46-55,employed,85190.11,4191.71,3,40273.45,24,0.312,7.4,0,False,2,False,32.1,approved,clean credit history,completed,False
APP-010307,CUST-010307,2025-04-27,online,retail_mass,36-45,employed,51196.86,2107.68,0,27059.73,60,0.253,13.5,0,False,5,True,146.9,approved,acceptable debt-to-income ratio,completed,False
APP-005795,CUST-005795,2025-04-20,branch,retail_mass,46-55,employed,47046.05,2390.5,1,23785.59,24,0.305,18.8,0,True,0,False,7.0,rejected,income insufficient relative to requested amount,completed,False
APP-005491,CUST-005491,2026-03-03,online,retail_mass,46-55,employed,40875.46,2187.25,1,19908.75,36,0.325,7.5,0,False,3,False,45.3,approved,acceptable debt-to-income ratio,completed,False
APP-019699,CUST-019699,2025-01-18,online,retail_mass,18-25,employed,52545.03,1848.82,0,54186.09,120,0.112,2.3,0,True,1,False,28.6,approved,acceptable debt-to-income ratio,completed,False
APP-000618,CUST-000618,2025-02-01,phone,small_business,26-35,self_employed,96353.17,3709.31,2,141289.76,120,0.226,12.0,0,True,0,False,26.5,rejected,income insufficient relative to requested amount,completed,False
APP-003799,CUST-003799,2025-01-29,branch,self_employed,56-65,self_employed,46175.14,2155.94,0,65290.1,60,0.233,23.6,0,True,0,False,13.2,approved,stable income relative to requested amount,completed,False
APP-011797,CUST-011797,2025-10-15,branch,retail_mass,46-55,employed,31407.75,2205.73,0,15179.23,48,0.344,21.7,0,False,2,True,64.5,rejected,incomplete documentation,completed,False
APP-013080,CUST-013080,2025-05-28,mobile_app,retail_mass,36-45,employed,64172.72,2760.53,2,60029.0,120,0.244,4.2,0,True,0,False,18.8,approved,clean credit history,completed,False
APP-011588,CUST-011588,2026-05-05,broker,retail_affluent,65+,retired,35637.5,1844.85,1,26256.12,48,0.313,7.8,1,True,0,False,17.8,approved,clean credit history,completed,False
APP-001600,CUST-001600,2025-06-12,broker,retail_mass,46-55,employed,56377.42,2626.15,0,34253.43,36,0.223,23.5,0,True,0,False,20.4,approved,stable income relative to requested amount,completed,False
APP-018536,CUST-018536,2025-09-23,online,retail_mass,26-35,employed,52568.05,3177.48,2,52615.03,120,0.354,9.6,0,True,0,False,24.3,approved,stable income relative to requested amount,completed,False
APP-001849,CUST-001849,2025-03-30,online,self_employed,36-45,self_employed,21433.63,1118.93,0,27636.4,48,0.261,18.8,1,False,4,False,48.5,approved,acceptable debt-to-income ratio,completed,False
